School Name,School Code,Attendance Rate,Average # of Absences,Absent 10 or more days,Chronically Absent (10% or more),Unexcused > 9 days,school_year,Chronically Absent (20% or more),ORG_CODE,DISTRICT_NAME,SCHOOL_NAME,COUNTY,School_Total,# of students 7-12th grades,Have Middle or High Schoolers?,% PK - 6th graders,Include in SMITH visualization?
Springfield-Rise Academy at Van Sickle,02810480,80.1,34.2,84.3,67.5,74.5,2021-22,41.2,0281,Springfield,Van Sickle Prep,Hampden,206,134,Yes,35%,Include
Springfield-Van Sickle Academy,02810485,86.9,22.5,82.1,56.6,51.7,2021-22,17.6,0281,Springfield,Van Sickle Academy,Hampden,262,180,Yes,31%,Include
Springfield-Springfield Central High,02810500,89.8,17.4,63.0,39.6,47.1,2021-22,12.0,0281,Springfield,Springfield Central High,Hampden,1983,1983,Yes,0%,Include
Springfield-High School Of Commerce,02810510,85.1,24.5,69.0,52.4,50.6,2021-22,27.8,0281,Springfield,High School Of Commerce,Hampden,966,966,Yes,0%,Include
Springfield-Springfield High School of Science and Technology,02810530,89.5,17.7,60.9,38.9,44.5,2021-22,13.0,0281,Springfield,Springfield High School of Science and Technology,Hampden,1091,1091,Yes,0%,Include
Springfield-Springfield Public Day High School,02810550,64.1,50.8,88.2,77.9,75.0,2021-22,67.6,0281,Springfield,Springfield Public Day High School,Hampden,65,65,Yes,0%,Include
Springfield-Liberty Preparatory Academy,02810560,92.9,3.9,12.5,20.8,8.3,2021-22,12.5,0281,Springfield,Liberty Preparatory Academy,Hampden,6,6,Yes,0%,Include
Springfield-Springfield High School,02810570,84.7,22.1,50.7,44.9,47.3,2021-22,29.8,0281,Springfield,Springfield High School,Hampden,237,237,Yes,0%,Include
Springfield International Charter (District)-Springfield International Charter School,04410505,88.9,19.2,73.4,46.7,47.7,2021-22,12.2,0441,Springfield International Charter (District),Springfield International Charter School,Hampden,1511,711,Yes,53%,Include
Sutton-Sutton Middle School,02900305,94.3,10.2,42.1,16.2,11.2,2021-22,2.8,0290,Sutton,Sutton Middle School,Worcester,313,196,Yes,37%,Include
Sutton-Sutton High School,02900510,93.7,10.7,38.9,14.9,9.6,2021-22,4.3,0290,Sutton,Sutton High School,Worcester,367,367,Yes,0%,Include
Tantasqua-Tantasqua Regional Jr High,07700405,93.0,12.3,51.4,23.6,10.4,2021-22,4.9,0770,Tantasqua,Tantasqua Regional Jr High,Worcester,576,576,Yes,0%,Include
Tantasqua-Tantasqua Regional Sr High,07700505,92.0,13.9,52.0,24.6,0.0,2021-22,8.4,0770,Tantasqua,Tantasqua Regional Sr High,Worcester,632,625,Yes,0%,Include
Tantasqua-Tantasqua Regional Vocational,07700605,91.8,14.5,58.8,27.0,0.0,2021-22,7.6,0770,Tantasqua,Tantasqua Regional Vocational,Worcester,542,542,Yes,0%,Include
Uxbridge-Gateway to College,03040515,96.1,5.1,21.7,21.7,17.4,2021-22,6.5,0304,Uxbridge,Gateway to College,Worcester,44,44,Yes,0%,Include
Uxbridge-Uxbridge High,03040505,91.5,14.7,56.4,27.0,25.9,2021-22,8.6,0304,Uxbridge,Uxbridge High,Worcester,590,582,Yes,0%,Include
Veritas Preparatory Charter School (District)-Veritas Preparatory Charter School,04980405,89.6,18.1,67.2,39.4,81.6,2021-22,15.5,0498,Veritas Preparatory Charter School (District),Veritas Preparatory Charter School,Hampden,712,495,Yes,30%,Include
Wachusett-Mountview Middle,07750305,94.0,10.7,45.8,16.6,0.0,2021-22,2.3,0775,Wachusett,Mountview Middle,Worcester,773,504,Yes,35%,Include
Wachusett-Central Tree Middle,07750310,93.1,12.3,54.5,20.6,0.0,2021-22,2.4,0775,Wachusett,Central Tree Middle,Worcester,369,249,Yes,33%,Include
Wachusett-Chocksett Middle School,07750315,93.0,12.4,48.1,21.4,0.0,2021-22,3.7,0775,Wachusett,Chocksett Middle School,Worcester,264,127,Yes,52%,Include
Wachusett-Wachusett Regional High,07750505,94.0,10.6,41.9,14.4,0.0,2021-22,3.9,0775,Wachusett,Wachusett Regional High,Worcester,1779,1760,Yes,0%,Include
Ware-Ware Junior/Senior High School,03090505,89.5,17.7,66.0,39.2,35.9,2021-22,14.6,0309,Ware,Ware Junior/Senior High School,Hampshire,425,416,Yes,0%,Include
Webster-Webster Middle School,03160315,88.4,19.9,72.0,47.2,0.0,2021-22,13.8,0316,Webster,Webster Middle School,Worcester,566,293,Yes,48%,Include
Webster-Bartlett High School,03160505,83.6,26.6,77.3,62.2,0.2,2021-22,31.3,0316,Webster,Bartlett High School,Worcester,408,404,Yes,0%,Include
West Boylston-West Boylston Junior/Senior High,03220505,93.8,10.9,43.9,17.8,42.1,2021-22,3.6,0322,West Boylston,West Boylston Junior/Senior High,Worcester,461,382,Yes,17%,Include
West Springfield-West Springfield High,03320505,91.1,15.2,53.9,30.2,12.4,2021-22,11.6,0332,West Springfield,West Springfield High,Hampden,1231,1221,Yes,0%,Include
West Springfield-West Springfield Middle,03320305,91.0,15.5,58.8,31.9,8.2,2021-22,9.4,0332,West Springfield,West Springfield Middle,Hampden,909,612,Yes,33%,Include
Westborough-Sarah W Gibbons Middle,03210305,95.9,7.2,22.6,8.9,8.2,2021-22,1.8,0321,Westborough,Sarah W Gibbons Middle,Worcester,610,610,Yes,0%,Include
Westborough-Westborough High,03210505,90.6,16.4,53.5,30.7,1.7,2021-22,11.3,0321,Westborough,Westborough High,Worcester,1213,1204,Yes,0%,Include
Westfield-Westfield Middle School,03250310,91.6,14.7,58.6,33.3,31.7,2021-22,6.4,0325,Westfield,Westfield Middle School,Hampden,671,671,Yes,0%,Include
Westfield-Westfield High,03250505,88.0,20.3,59.4,39.3,33.7,2021-22,18.1,0325,Westfield,Westfield High,Hampden,1034,1020,Yes,0%,Include
Westfield-Westfield Technical Academy,03250605,91.9,14.3,58.2,27.3,16.9,2021-22,6.4,0325,Westfield,Westfield Technical Academy,Hampden,557,557,Yes,0%,Include
Winchendon-Murdock Middle School,03430315,90.0,17.3,67.5,34.3,38.9,2021-22,10.9,0343,Winchendon,Murdock Middle School,Worcester,281,191,Yes,32%,Include
Winchendon-Murdock High School,03430515,87.7,20.3,71.1,47.3,50.9,2021-22,20.1,0343,Winchendon,Murdock High School,Worcester,256,253,Yes,0%,Include
Worcester-Forest Grove Middle,03480415,91.8,14.1,55.3,28.3,45.7,2021-22,7.7,0348,Worcester,Forest Grove Middle,Worcester,839,839,Yes,0%,Include
Worcester-Worcester East Middle,03480420,86.4,22.9,65.4,44.3,57.4,2021-22,18.4,0348,Worcester,Worcester East Middle,Worcester,731,731,Yes,0%,Include
Worcester-Sullivan Middle,03480423,92.9,12.2,42.9,25.0,38.6,2021-22,6.4,0348,Worcester,Sullivan Middle,Worcester,940,892,Yes,5%,Include
Worcester-Burncoat Senior High,03480503,87.4,21.3,64.5,41.7,60.1,2021-22,19.5,0348,Worcester,Burncoat Senior High,Worcester,1073,1050,Yes,0%,Include
Worcester-Doherty Memorial High,03480512,89.9,17.1,61.1,34.4,52.8,2021-22,12.1,0348,Worcester,Doherty Memorial High,Worcester,1573,1565,Yes,0%,Include
Worcester-North High,03480515,86.8,21.7,64.9,45.7,61.5,2021-22,18.9,0348,Worcester,North High,Worcester,1376,1362,Yes,0%,Include
Worcester-South High Community,03480520,88.5,19.2,61.4,41.1,55.8,2021-22,15.8,0348,Worcester,South High Community,Worcester,1800,1779,Yes,0%,Include
Worcester-Worcester Technical High,03480605,94.2,10.2,40.2,13.9,30.1,2021-22,3.6,0348,Worcester,Worcester Technical High,Worcester,1442,1419,Yes,0%,Include
Worcester-Burncoat Middle School,03480405,93.1,12.0,45.7,22.7,40.6,2021-22,5.7,0348,Worcester,Burncoat Middle School,Worcester,720,720,Yes,0%,Include
Worcester-Claremont Academy,03480350,89.4,17.8,56.9,39.1,47.8,2021-22,16.7,0348,Worcester,Claremont Academy,Worcester,474,473,Yes,0%,Include
Worcester-University Pk Campus School,03480285,92.1,13.9,54.0,26.8,43.0,2021-22,6.8,0348,Worcester,University Pk Campus School,Worcester,233,233,Yes,0%,Include
Abby Kelley Foster Charter Public (District)-Abby Kelley Foster Charter Public School,04450105,95.9,7.3,26.7,8.1,25.8,2022-23,1.7,0445,Abby Kelley Foster Charter Public (District),Abby Kelley Foster Charter Public School,Worcester,1426,540,Yes,62%,Include
Agawam-Agawam High,00050505,91.9,14.0,55.3,28.4,36.5,2022-23,6.9,0005,Agawam,Agawam High,Hampden,1025,1016,Yes,0%,Include
Agawam-Agawam Junior High,00050405,90.2,17.2,68.6,36.7,30.6,2022-23,8.5,0005,Agawam,Agawam Junior High,Hampden,527,527,Yes,0%,Include
Amherst-Pelham-Amherst Regional Middle School,06050405,92.7,12.8,49.0,21.6,9.3,2022-23,5.4,0605,Amherst-Pelham,Amherst Regional Middle School,Hampshire,366,366,Yes,0%,Include
Amherst-Pelham-Amherst Regional High,06050505,90.7,16.4,53.4,28.4,18.6,2022-23,12.9,0605,Amherst-Pelham,Amherst Regional High,Hampshire,816,810,Yes,0%,Include
Ashburnham-Westminster-Oakmont Regional High School,06100505,94.1,10.2,42.0,9.8,21.3,2022-23,2.9,0610,Ashburnham-Westminster,Oakmont Regional High School,Worcester,633,629,Yes,0%,Include
Ashburnham-Westminster-Overlook Middle School,06100305,93.8,11.1,49.9,15.6,28.1,2022-23,1.8,0610,Ashburnham-Westminster,Overlook Middle School,Worcester,576,360,Yes,38%,Include
Athol-Royalston-Athol High,06150505,89.8,17.3,60.2,33.6,50.1,2022-23,14.9,0615,Athol-Royalston,Athol High,Worcester,417,413,Yes,0%,Include
Athol-Royalston-Athol-Royalston Middle School,06150305,91.6,14.7,58.9,31.7,44.9,2022-23,7.2,0615,Athol-Royalston,Athol-Royalston Middle School,Worcester,446,243,Yes,46%,Include
Auburn-Auburn Middle,00170305,93.8,11.0,46.5,19.0,27.2,2022-23,2.6,0017,Auburn,Auburn Middle,Worcester,628,420,Yes,33%,Include
Auburn-Auburn Senior High,00170505,92.1,13.8,48.5,25.4,16.3,2022-23,7.7,0017,Auburn,Auburn Senior High,Worcester,834,727,Yes,12%,Include
Baystate Academy Charter Public School (District)-Baystate Academy Charter Public School,35020405,92.6,12.7,50.1,22.3,29.8,2022-23,8.2,3502,Baystate Academy Charter Public School (District),Baystate Academy Charter Public School,Hampden,388,317,Yes,18%,Include
Belchertown-Jabish Middle School,00240025,93.2,11.9,48.7,22.9,35.0,2022-23,4.6,0024,Belchertown,Jabish Middle School,Hampshire,343,343,Yes,0%,Include
Belchertown-Belchertown High,00240505,91.7,14.2,53.6,24.3,40.5,2022-23,7.9,0024,Belchertown,Belchertown High,Hampshire,573,565,Yes,0%,Include
Berkshire Arts and Technology Charter Public (District)-Berkshire Arts and Technology Charter Public School,04140305,89.8,17.6,61.4,35.2,46.7,2022-23,12.3,0414,Berkshire Arts and Technology Charter Public (District),Berkshire Arts and Technology Charter Public School,Berkshire,364,292,Yes,20%,Include
Berkshire Hills-Monument Mt Regional High,06180505,90.5,16.1,61.3,29.1,26.3,2022-23,9.8,0618,Berkshire Hills,Monument Mt Regional High,Berkshire,431,427,Yes,0%,Include
Berkshire Hills-W.E.B. Du Bois Regional Middle School,06180310,92.5,12.9,56.5,25.0,8.8,2022-23,4.1,0618,Berkshire Hills,W.E.B. Du Bois Regional Middle School,Berkshire,326,171,Yes,48%,Include
Berlin-Boylston-Tahanto Regional High,06200505,94.8,9.3,36.9,12.9,7.3,2022-23,1.3,0620,Berlin-Boylston,Tahanto Regional High,Worcester,522,446,Yes,15%,Include
Blackstone Valley Regional Vocational Technical-Blackstone Valley,08050605,96.0,7.6,25.3,4.6,6.6,2022-23,1.3,0805,Blackstone Valley Regional Vocational Technical,Blackstone Valley,Worcester,1243,1243,Yes,0%,Include
Blackstone-Millville-Blackstone Millville RHS,06220505,93.0,12.1,48.2,19.3,21.1,2022-23,5.6,0622,Blackstone-Millville,Blackstone Millville RHS,Worcester,534,531,Yes,0%,Include
Central Berkshire-Wahconah Regional High,06350505,92.8,13.1,51.6,18.4,42.8,2022-23,4.9,0635,Central Berkshire,Wahconah Regional High,Berkshire,450,450,Yes,0%,Include
Central Berkshire-Nessacus Regional Middle School,06350305,93.0,12.7,50.4,20.2,41.9,2022-23,4.8,0635,Central Berkshire,Nessacus Regional Middle School,Berkshire,353,247,Yes,30%,Include
Chicopee-Chicopee Comprehensive High School,00610510,92.3,13.3,49.7,22.8,48.9,2022-23,7.9,0061,Chicopee,Chicopee Comprehensive High School,Hampden,1192,1192,Yes,0%,Include
Chicopee-Bellamy Middle,00610305,91.9,13.9,55.5,27.9,53.8,2022-23,6.1,0061,Chicopee,Bellamy Middle,Hampden,776,533,Yes,31%,Include
Chicopee-Chicopee Academy,00610021,64.7,50.4,93.3,92.1,83.1,2022-23,77.5,0061,Chicopee,Chicopee Academy,Hampden,92,92,Yes,0%,Include
Chicopee-Dupont Middle,00610310,90.8,15.8,62.6,35.7,61.5,2022-23,8.6,0061,Chicopee,Dupont Middle,Hampden,683,474,Yes,31%,Include
Chicopee-Chicopee High,00610505,87.8,20.4,71.5,48.6,70.5,2022-23,18.2,0061,Chicopee,Chicopee High,Hampden,918,918,Yes,0%,Include
Clinton-Clinton Middle School,00640305,96.0,6.8,24.3,7.4,0.0,2022-23,0.7,0064,Clinton,Clinton Middle School,Worcester,573,274,Yes,52%,Include
Clinton-Clinton Senior High,00640505,94.3,9.6,37.6,16.0,0.0,2022-23,3.3,0064,Clinton,Clinton Senior High,Worcester,582,558,Yes,4%,Include
Douglas-Douglas Middle School,00770305,93.3,11.9,46.4,20.1,8.6,2022-23,4.6,0077,Douglas,Douglas Middle School,Worcester,284,193,Yes,32%,Include
Douglas-Douglas High School,00770505,92.3,13.3,55.2,24.7,39.0,2022-23,5.2,0077,Douglas,Douglas High School,Worcester,267,264,Yes,0%,Include
Dudley-Charlton Reg-Dudley Middle School,06580305,94.5,9.7,41.1,13.8,27.5,2022-23,2.6,0658,Dudley-Charlton Reg,Dudley Middle School,Worcester,540,285,Yes,47%,Include
Dudley-Charlton Reg-Shepherd Hill Regional High,06580505,92.8,12.3,47.8,20.2,29.7,2022-23,7.1,0658,Dudley-Charlton Reg,Shepherd Hill Regional High,Worcester,942,938,Yes,0%,Include
Dudley-Charlton Reg-Charlton Middle School,06580310,94.8,9.2,36.1,10.3,24.5,2022-23,1.5,0658,Dudley-Charlton Reg,Charlton Middle School,Worcester,631,316,Yes,50%,Include
East Longmeadow-East Longmeadow High,00870505,93.6,11.4,47.0,17.9,0.0,2022-23,3.8,0087,East Longmeadow,East Longmeadow High,Hampden,753,750,Yes,0%,Include
East Longmeadow-Birchland Park,00870305,94.8,9.3,40.7,8.5,0.0,2022-23,1.2,0087,East Longmeadow,Birchland Park,Hampden,590,403,Yes,32%,Include
Easthampton-Easthampton High,00860505,91.4,15.0,54.4,26.8,23.1,2022-23,8.5,0086,Easthampton,Easthampton High,Hampshire,377,377,Yes,0%,Include
Fitchburg-Memorial Middle School,00970048,90.4,16.5,61.0,36.6,29.8,2022-23,10.4,0097,Fitchburg,Memorial Middle School,Worcester,601,370,Yes,38%,Include
Fitchburg-Arthur M Longsjo Middle School,00970315,89.3,18.2,65.9,41.9,46.0,2022-23,13.9,0097,Fitchburg,Arthur M Longsjo Middle School,Worcester,614,394,Yes,36%,Include
Fitchburg-Goodrich Academy,00970510,93.6,9.1,36.0,20.4,31.1,2022-23,6.7,0097,Fitchburg,Goodrich Academy,Worcester,186,160,Yes,0%,Include
Fitchburg-Fitchburg High,00970505,87.6,20.4,68.2,47.2,34.6,2022-23,20.2,0097,Fitchburg,Fitchburg High,Worcester,1220,1220,Yes,0%,Include
Four Rivers Charter Public (District)-Four Rivers Charter Public School,04130505,91.4,14.9,59.5,23.9,41.0,2022-23,5.4,0413,Four Rivers Charter Public (District),Four Rivers Charter Public School,Franklin,213,213,Yes,0%,Include
Franklin County Regional Vocational Technical-Franklin County Technical,08180605,93.8,10.8,43.9,14.7,12.3,2022-23,3.1,0818,Franklin County Regional Vocational Technical,Franklin County Technical,Franklin,643,643,Yes,0%,Include
Frontier-Frontier Regional,06700505,92.5,13.1,54.1,23.9,0.8,2022-23,5.5,0670,Frontier,Frontier Regional,Franklin,588,582,Yes,0%,Include
Gardner-Gardner High,01030505,94.0,10.1,39.1,20.8,19.7,2022-23,5.1,0103,Gardner,Gardner High,Worcester,808,804,Yes,0%,Include
Gardner-Gardner Academy for Learning and Technology,01030515,91.6,12.3,24.8,21.7,22.5,2022-23,17.8,0103,Gardner,Gardner Academy for Learning and Technology,Worcester,123,123,Yes,0%,Include
Gateway-Gateway Regional High,06720505,91.4,14.9,53.6,26.5,0.0,2022-23,10.8,0672,Gateway,Gateway Regional School,Hampshire,333,272,Yes,18%,Include
Gill-Montague-Turners Fall High,06740505,92.3,13.2,43.8,27.1,37.0,2022-23,11.5,0674,Gill-Montague,Turners Fall High,Franklin,199,197,Yes,0%,Include
Gill-Montague-Great Falls Middle,06740310,93.6,11.3,35.1,18.5,24.2,2022-23,7.6,0674,Gill-Montague,Great Falls Middle,Franklin,228,169,Yes,26%,Include
Grafton-Grafton Middle,01100305,94.3,10.3,39.5,12.7,26.9,2022-23,3.2,0110,Grafton,Grafton Middle,Worcester,478,478,Yes,0%,Include
Grafton-Grafton High School,01100505,91.8,14.5,56.9,26.5,38.4,2022-23,6.9,0110,Grafton,Grafton High School,Worcester,914,899,Yes,0%,Include
Granby-Granby Jr Sr High School,01110505,94.9,9.0,24.7,7.7,17.3,2022-23,3.2,0111,Granby,Granby Jr Sr High School,Hampshire,290,290,Yes,0%,Include
Greater Commonwealth Virtual District-Greater Commonwealth Virtual School,39010900,83.1,26.2,43.5,34.4,15.2,2022-23,24.8,3901,Greater Commonwealth Virtual District,Greater Commonwealth Virtual School,Franklin,1184,864,Yes,27%,Include
Greenfield-Greenfield High,01140505,90.6,15.7,46.5,32.3,21.2,2022-23,15.7,0114,Greenfield,Greenfield High,Franklin,404,394,Yes,0%,Include
Hadley-Hopkins Academy,01170505,94.1,10.2,39.0,14.0,7.9,2022-23,5.7,0117,Hadley,Hopkins Academy,Hampshire,203,203,Yes,0%,Include
Hampden Charter School of Science East (District)-Hampden Charter School of Science East,04990305,92.4,13.6,49.7,22.3,8.8,2022-23,7.0,0499,Hampden Charter School of Science (District),Hampden Charter School of Science,Hampden,938,794,Yes,15%,Include
Hampden-Wilbraham-Wilbraham Middle,06800310,94.9,9.1,39.6,9.7,0.7,2022-23,0.8,0680,Hampden-Wilbraham,Wilbraham Middle,Hampden,613,413,Yes,33%,Include
Hampden-Wilbraham-Minnechaug Regional High,06800505,94.4,10.0,36.3,12.1,35.7,2022-23,3.5,0680,Hampden-Wilbraham,Minnechaug Regional High,Hampden,990,983,Yes,0%,Include
Hampshire-Hampshire Regional High,06830505,93.7,11.1,44.8,17.6,30.9,2022-23,4.1,0683,Hampshire,Hampshire Regional High,Hampshire,718,716,Yes,0%,Include
Harvard-Bromfield,01250505,94.6,9.6,38.2,13.4,0.0,2022-23,2.1,0125,Harvard,The Bromfield High School,Worcester,328,328,Yes,0%,Include
Hatfield-Smith Academy,01270505,93.1,12.3,58.1,21.3,0.0,2022-23,4.4,0127,Hatfield,Smith Academy,Hampshire,109,109,Yes,0%,Include
Holyoke-Joseph Metcalf School,01370003,91.2,15.1,66.4,36.1,49.9,2022-23,4.6,0137,Holyoke,Joseph Metcalf School,Hampden,213,140,Yes,34%,Include
Holyoke-Lt Clayre Sullivan Elementary,01370055,89.0,18.8,71.6,44.8,52.6,2022-23,12.0,0137,Holyoke,Lt Clayre Sullivan Elementary,Hampden,463,314,Yes,32%,Include
Holyoke-Holyoke STEM Academy,01370320,88.9,19.0,68.3,44.9,49.2,2022-23,16.8,0137,Holyoke,Holyoke STEM Academy,Hampden,289,196,Yes,32%,Include
Holyoke-Holyoke High,01370505,83.3,27.4,70.4,50.9,57.0,2022-23,26.8,0137,Holyoke,Holyoke High,Hampden,1569,1569,Yes,0%,Include
Hoosac Valley Regional-Hoosac Valley High School,06030505,84.0,27.8,71.6,47.0,0.0,2022-23,24.6,0603,Hoosac Valley Regional,Hoosac Valley High School,Berkshire,296,296,Yes,0%,Include
Hopedale-Hopedale Jr Sr High,01380505,93.6,11.4,45.1,14.5,20.9,2022-23,5.7,0138,Hopedale,Hopedale Jr Sr High,Worcester,456,453,Yes,0%,Include
Lee-Lee Middle/High School,01500505,92.6,12.8,53.4,16.2,15.9,2022-23,6.1,0150,Lee,Lee Middle/High School,Berkshire,328,327,Yes,0%,Include
Leicester-Leicester High,01510505,93.6,11.3,46.7,17.9,34.0,2022-23,4.7,0151,Leicester,Leicester High,Worcester,388,384,Yes,0%,Include
Leicester-Leicester Middle,01510015,94.2,10.1,43.5,15.7,33.5,2022-23,1.9,0151,Leicester,Leicester Middle,Worcester,394,204,Yes,48%,Include
Lenox-Lenox Memorial High,01520505,94.4,9.9,41.0,12.6,2.5,2022-23,2.3,0152,Lenox,Lenox Memorial High,Berkshire,439,371,Yes,15%,Include
Leominster-Center For Technical Education Innovation,01530605,93.0,12.2,49.3,23.2,37.5,2022-23,4.5,0153,Leominster,Center For Technical Education Innovation,Worcester,821,811,Yes,0%,Include
Leominster-Leominster Center for Excellence,01530515,88.0,19.6,69.2,46.2,63.5,2022-23,17.3,0153,Leominster,Leominster Center for Excellence,Worcester,65,65,Yes,0%,Include
Leominster-Leominster High School,01530505,91.0,15.2,58.3,34.9,47.6,2022-23,9.6,0153,Leominster,Leominster High School,Worcester,1060,1055,Yes,0%,Include
Leominster-Sky View Middle School,01530320,92.3,13.3,52.2,28.4,44.2,2022-23,6.6,0153,Leominster,Sky View Middle School,Worcester,869,565,Yes,35%,Include
Leominster-Samoset School,01530045,93.8,10.8,44.3,17.2,32.0,2022-23,2.9,0153,Leominster,Samoset School,Worcester,495,320,Yes,35%,Include
Libertas Academy Charter School (District)-Libertas Academy Charter School,35140305,94.3,9.9,42.3,6.8,29.1,2022-23,3.6,3514,Libertas Academy Charter School (District),Libertas Academy Charter School,Hampden,563,470,Yes,17%,Include
Longmeadow-Glenbrook Middle,01590017,94.9,9.1,37.1,10.5,0.9,2022-23,1.8,0159,Longmeadow,Glenbrook Middle,Hampden,327,221,Yes,32%,Include
Longmeadow-Williams Middle,01590305,95.2,8.6,33.8,8.1,0.0,2022-23,0.0,0159,Longmeadow,Williams Middle,Hampden,337,219,Yes,35%,Include
Longmeadow-Longmeadow High,01590505,94.9,8.9,33.6,11.0,0.1,2022-23,1.8,0159,Longmeadow,Longmeadow High,Hampden,897,897,Yes,0%,Include
Ludlow-Paul R Baird Middle,01610305,93.9,10.8,48.7,14.4,43.9,2022-23,3.6,0161,Ludlow,Paul R Baird Middle,Hampden,513,362,Yes,29%,Include
Ludlow-Ludlow Senior High,01610505,93.9,10.6,43.2,13.6,31.8,2022-23,3.9,0161,Ludlow,Ludlow Senior High,Hampden,736,732,Yes,0%,Include
Lunenburg-Lunenburg Middle School,01620305,94.0,10.5,46.5,18.1,4.9,2022-23,1.8,0162,Lunenburg,Lunenburg Middle School,Worcester,382,229,Yes,40%,Include
